date,close,volume
2025-01-02,2060.4422,3199.21
2025-01-03,2015.9671,2621.61
2025-01-06,2014.1899,1982.79
2025-01-07,2028.3582,2096.22
2025-01-08,2008.4441,2572.95
2025-01-09,2010.6601,1974.54
2025-01-10,1975.3048,2113.86
2025-01-13,1982.4595,1829.42
2025-01-14,2075.7558,3454.32
2025-01-15,2037.9335,2371.11
2025-01-16,2051.3507,2527.03
2025-01-17,2067.2747,2236.19
2025-01-20,2104.7277,2415.56
2025-01-21,2112.3901,2238.0
2025-01-22,2101.0346,2292.02
2025-01-23,2093.3129,3169.96
2025-01-24,2121.8391,2833.22
2025-01-27,2063.8199,2528.98
2025-02-05,2062.9231,3423.17
2025-02-06,2120.7451,4122.87
2025-02-07,2174.3509,5465.31
2025-02-10,2183.8767,4307.53
2025-02-11,2152.7324,3630.57
2025-02-12,2191.7594,3974.8
2025-02-13,2176.1559,3817.11
2025-02-14,2215.2984,4091.6
2025-02-17,2226.6152,5028.78
2025-02-18,2182.574,4222.38
2025-02-19,2226.9821,3844.58
2025-02-20,2225.5838,3659.39
2025-02-21,2281.5118,5007.8
2025-02-24,2266.2441,4496.12
2025-02-25,2240.5887,3873.46
2025-02-26,2268.2154,3914.17
2025-02-27,2256.5084,4127.25
2025-02-28,2170.3919,3678.94
2025-03-03,2196.5248,3381.38
2025-03-04,2190.0783,2753.83
2025-03-05,2190.3624,2686.08
2025-03-06,2234.689,3911.73
2025-03-07,2205.3067,3148.25
2025-03-10,2199.8771,2828.29
2025-03-11,2204.0302,2584.93
2025-03-12,2191.2678,2967.78
2025-03-13,2166.0037,2580.54
2025-03-14,2226.7163,3838.98
2025-03-17,2215.1266,2827.33
2025-03-18,2228.6442,2630.58
2025-03-19,2222.3467,2478.82
2025-03-20,2200.0321,2097.35
2025-03-21,2152.2792,2442.68
2025-03-24,2152.5548,2261.48
2025-03-25,2145.4786,2064.03
2025-03-26,2139.9016,1757.16
2025-03-27,2145.0951,1818.43
2025-03-28,2128.2092,1703.39
2025-03-31,2103.6987,1912.94
2025-04-01,2101.8778,2045.06
2025-04-02,2104.625,1530.82
2025-04-03,2065.4026,2027.89
2025-04-07,1807.2061,4846.75
2025-04-08,1840.3123,3679.45
2025-04-09,1858.3561,3834.4
2025-04-10,1900.5276,3533.3
2025-04-11,1926.3702,2664.67
2025-04-14,1932.9127,2299.07
2025-04-15,1930.3994,1771.25
2025-04-16,1907.1095,1889.57
2025-04-17,1908.7764,1603.62
2025-04-18,1913.9698,1581.28
2025-04-21,1944.3179,1941.72
2025-04-22,1928.4315,1988.79
2025-04-23,1949.1625,2286.31
2025-04-24,1935.8577,1908.15
2025-04-25,1947.1863,2088.48
2025-04-28,1934.4567,1786.0
2025-04-29,1931.9416,1811.49
2025-04-30,1948.0295,1869.07
2025-05-06,1986.4092,2487.49
2025-05-07,1996.51,2897.73
2025-05-08,2029.4518,2237.4
2025-05-09,2011.7671,1976.83
2025-05-12,2064.7137,2522.19
2025-05-13,2062.2609,2477.3
2025-05-14,2083.1421,2833.81
2025-05-15,2043.2467,2202.54
2025-05-16,2039.4452,1820.01
2025-05-19,2032.7561,1553.72
2025-05-20,2048.4587,1896.13
2025-05-21,2065.39,1676.51
2025-05-22,2045.5655,1763.61
2025-05-23,2021.4991,1984.7
2025-05-26,2005.2587,1541.31
2025-05-27,1991.6431,1326.71
2025-05-28,1985.383,1295.11
2025-05-29,2012.5482,1785.61
2025-05-30,1993.1877,1680.54
2025-06-03,2002.7005,1665.9
2025-06-04,2024.9335,1959.81
2025-06-05,2048.615,2250.11
2025-06-06,2039.4353,1731.45
2025-06-09,2061.2909,2458.23
2025-06-10,2037.2707,2472.81
2025-06-11,2061.8674,2281.65
2025-06-12,2067.1535,2426.76
2025-06-13,2043.8242,2745.26
2025-06-16,2057.3227,2375.2
2025-06-17,2049.9433,2452.45
2025-06-18,2054.7286,2104.23
2025-06-19,2026.817,2141.68
2025-06-20,2009.8934,1814.03
2025-06-23,2017.6336,1871.4
2025-06-24,2064.1346,2913.08
2025-06-25,2128.3922,4075.12
