date,close,volume
2025-01-01,3820.4,21789.87
2025-01-02,3820.4,21789.87
2025-01-03,3775.16,17534.27
2025-01-06,3768.97,15094.67
2025-01-07,3796.11,14645.58
2025-01-08,3789.22,16916.7
2025-01-09,3779.88,12979.4
2025-01-10,3732.48,13752.32
2025-01-13,3722.51,13644.62
2025-01-14,3820.54,17066.47
2025-01-15,3796.03,14147.55
2025-01-16,3800.38,14450.59
2025-01-17,3812.34,12662.2
2025-01-20,3829.68,13958.13
2025-01-21,3832.61,14121.84
2025-01-22,3797.02,13725.51
2025-01-23,3803.74,18056.96
2025-01-24,3832.86,14897.17
2025-01-27,3817.08,14667.08
2025-02-05,3795.08,15716.83
2025-02-06,3842.83,16728.82
2025-02-07,3892.7,22185.77
2025-02-10,3901.06,18890.3
2025-02-11,3883.14,16657.49
2025-02-12,3919.86,16422.85
2025-02-13,3905.14,17248.59
2025-02-14,3939.01,17297.65
2025-02-17,3947.4,21358.82
2025-02-18,3912.78,20942.51
2025-02-19,3940.16,18282.95
2025-02-20,3928.9,16389.52
2025-02-21,3978.44,22740.03
2025-02-24,3969.72,22081.06
2025-02-25,3925.65,17810.86
2025-02-26,3959.94,19106.25
2025-02-27,3968.12,20288.8
2025-02-28,3890.05,19810.41
2025-03-03,3888.47,17762.32
2025-03-04,3885.22,14985.1
2025-03-05,3902.57,15865.28
2025-03-06,3956.24,19396.09
2025-03-07,3944.01,16673.24
2025-03-10,3928.8,15276.52
2025-03-11,3941.42,14475.44
2025-03-12,3927.23,15673.22
2025-03-13,3911.58,15653.64
2025-03-14,4006.56,21613.9
2025-03-17,3996.79,16220.29
2025-03-18,4007.72,14020.85
2025-03-19,4010.17,14441.94
2025-03-20,3974.99,13375.47
2025-03-21,3914.7,16590.53
2025-03-24,3934.85,15223.47
2025-03-25,3932.3,14047.54
2025-03-26,3919.36,13116.42
2025-03-27,3932.41,12679.37
2025-03-28,3915.17,12635.62
2025-03-31,3887.31,16679.85
2025-04-01,3887.68,14038.03
2025-04-02,3884.39,11304.32
2025-04-03,3861.5,14259.98
2025-04-07,3589.44,31257.86
2025-04-08,3650.76,28019.73
2025-04-09,3686.79,26230.57
2025-04-10,3735.12,22725.22
2025-04-11,3750.52,16875.97
2025-04-14,3759.14,16446.24
2025-04-15,3761.23,13400.6
2025-04-16,3772.82,15635.9
2025-04-17,3772.22,12237.1
2025-04-18,3772.52,10294.85
2025-04-21,3784.88,12135.57
2025-04-22,3783.95,12568.83
2025-04-23,3786.88,13198.69
2025-04-24,3784.36,11716.46
2025-04-25,3786.99,12459.11
2025-04-28,3781.62,12514.51
2025-04-29,3775.08,11151.47
2025-04-30,3770.57,14368.17
2025-05-06,3808.54,15852.05
2025-05-07,3831.63,16117.23
2025-05-08,3852.9,12495.98
2025-05-09,3846.16,11938.95
2025-05-12,3890.61,15333.25
2025-05-13,3896.26,14732.03
2025-05-14,3943.21,17203.38
2025-05-15,3907.2,13808.17
2025-05-16,3889.09,11840.53
2025-05-19,3877.15,9864.34
2025-05-20,3898.17,10488.52
2025-05-21,3916.38,10979.13
2025-05-22,3913.87,10759.71
2025-05-23,3882.27,12027.74
2025-05-26,3860.11,10960.12
2025-05-27,3839.4,9857.24
2025-05-28,3836.24,8903.1
2025-05-29,3858.7,10847.19
2025-05-30,3840.23,11167.22
2025-06-03,3852.01,13140.31
2025-06-04,3868.74,11680.39
2025-06-05,3877.56,12287.82
2025-06-06,3873.98,11098.8
2025-06-09,3885.25,13630.63
2025-06-10,3865.47,14556.39
2025-06-11,3894.63,14241.48
2025-06-12,3892.2,13399.87
2025-06-13,3864.18,17253.95
2025-06-16,3873.8,13734.18
2025-06-17,3870.38,12234.25
2025-06-18,3874.97,12752.86
2025-06-19,3843.09,13028.07
2025-06-20,3846.64,11815.1
2025-06-23,3857.9,13380.09
2025-06-24,3904.03,16365.62
2025-06-25,3960.07,18721.37
2025-06-26,3946.02,16531.63
2025-06-27,3921.76,19455.79
2025-06-30,3936.08,14517.02
2025-07-01,3942.76,12895.94
2025-07-02,3943.68,14706.31
2025-07-03,3968.07,14100.4
2025-07-04,3982.2,15719.71
2025-07-07,3965.17,13113.53
2025-07-08,3998.45,15640.29
2025-07-09,3991.4,17329.38
2025-07-10,4010.02,20977.89
2025-07-11,4014.81,26205.28
2025-07-14,4017.67,20791.72
2025-07-15,4019.06,19104.29
2025-07-16,4007.2,15102.73
2025-07-17,4034.49,16124.9
2025-07-18,4058.55,18621.11
2025-07-21,4085.61,22326.85
2025-07-22,4118.96,25759.7
2025-07-23,4119.77,30050.62
2025-07-24,4149.04,31963.24
2025-07-25,4127.16,27359.5
2025-07-28,4135.82,22275.98
2025-07-29,4152.02,23080.79
2025-07-30,4151.24,24985.3
2025-07-31,4075.59,26708.74
2025-08-01,4054.93,19622.18
2025-08-04,4070.7,16227.59
2025-08-05,4103.45,17885.2
2025-08-06,4113.49,17667.62
2025-08-07,4114.67,19864.19
2025-08-08,4104.97,17317.12
2025-08-11,4122.51,19044.37
2025-08-12,4143.83,17728.78
2025-08-13,4176.58,21393.5
2025-08-14,4173.31,22110.36
2025-08-15,4202.35,26132.76
